name,description,price,image_url,category,featured,stock,details,translations,id,created_date,updated_date,created_by_id,is_sample
"Olio Extravergine Monocultivar Frantoio 250ml","Olio extravergine monocultivar da olive Frantoio in formato da 250ml. Perfetto per portare in tavola o regalare.","10.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/3f7e52d41_olio-frantoio-250ml.jpg","extra_virgin_olive_oil","false","50","{""origin"":""Umbria, Italia"",""harvest_year"":""2025"",""volume"":""250ml"",""characteristics"":[""Monocultivar"",""Delicato"",""Formato degustazione""]}","{""en"":{""name"":""Monocultivar Frantoio Extra Virgin Olive Oil 250ml"",""description"":""Monocultivar extra virgin olive oil from Frantoio olives. Delicate and aromatic, with hints of fresh grass and artichoke. Excellent on fish and vegetables.""},""fr"":{""name"":""Huile d’Olive Vierge Extra Monovariétale Frantoio 250ml"",""description"":""Huile d’olive vierge extra monovariétale à partir d’olives Frantoio. Délicate et aromatique, avec des notes d’herbe fraîche et d’artichaut. Excellente sur le poisson et les légumes.""},""es"":{""name"":""Aceite de Oliva Virgen Extra Monovarietal Frantoio 250ml"",""description"":""Aceite de oliva virgen extra monovarietal de aceitunas Frantoio. Delicado y aromático, con notas de hierba fresca y alcachofa. Excelente para pescados y verduras.""},""ro"":{""name"":""Ulei de măsline extravirgin Monocultivar Frantoio 250ml"",""description"":""Ulei de măsline extravirgin monocultivar din măsline Frantoio. Delicat și aromat, cu note de iarbă proaspătă și anghinare. Excelent pentru pește și legume.""}}","690f13c369e3610ea9b1e186","2025-11-08T09:56:19.770000","2025-11-16T17:39:11.590000","690def7378e8f85386a1132e","false"
"Olio EVO al Peperoncino 100ml","Olio EVO Artigianale al Peperoncino 100% Italiano. Gusto intenso e piccante al punto giusto, perfetto per pizza, pasta e piatti che richiedono un tocco di vivacità.","9.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/4aa26c339_aromatizzato-peperoncino.jpg","flavored_oils","false","80","{""origin"":""Italia"",""harvest_year"":null,""volume"":""100ml"",""characteristics"":[""Piccante"",""Artigianale"",""100% Italiano"",""Ideale per pizza""]}","{""en"":{""name"":""EVO Chili Pepper Oil 100ml"",""description"":""Artisan EVO Chili Oil 100% Italian. Spicy and bold, perfect for pasta and pizza.""},""fr"":{""name"":""Huile EVO au Piment 100ml"",""description"":""Huile EVO artisanale au piment 100% italienne. Épicée et audacieuse, parfaite pour pâtes et pizza.""},""es"":{""name"":""Aceite EVO al Guindilla 100ml"",""description"":""Aceite EVO artesanal a la guindilla 100% italiano. Picante y audaz, perfecto para pasta y pizza.""},""ro"":{""name"":""Ulei EVO cu Ardei Iute 100ml"",""description"":""Ulei EVO artizanal cu ardei iute 100% italian. Picant și îndrăzneț, perfect pentru paste și pizza.""}}","690f13c369e3610ea9b1e187","2025-11-08T09:56:19.770000","2025-11-16T17:49:57.852000","690def7378e8f85386a1132e","false"
"Olio EVO al Tartufo 100ml","Olio EVO al Tartufo 100% Italiano. Aroma intenso e raffinato, perfetto per primi piatti, risotti e piatti gourmet.","12.34","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/915ce542a_aromatizzato-tartufo-nero.jpg","flavored_oils","false","60","{""origin"":""Italia"",""harvest_year"":null,""volume"":""100ml"",""characteristics"":[""Tartufo"",""Aromatico"",""Gourmet"",""100% Italiano""]}","{""en"":{""name"":""Truffle Flavoured EVO Oil 100ml"",""description"":""100% Italian Truffle Flavoured EVO Oil. Intense and refined aroma, perfect for pasta dishes, risottos, and gourmet creations.""},""fr"":{""name"":""Huile EVO à la Truffe 100ml"",""description"":""Huile EVO à la Truffe 100 % Italienne. Arôme intense et raffiné, parfaite pour les pâtes, les risottos et les plats gastronomiques.""},""es"":{""name"":""Aceite EVO con Trufa 100ml"",""description"":""Aceite EVO con Trufa 100 % Italiano. Aroma intenso y refinado, perfecto para pastas, risottos y platos gourmet.""},""ro"":{""name"":""Ulei EVO cu aromă de Trufă 100ml"",""description"":""Ulei EVO cu Trufă 100 % Italian. Aromă intensă și rafinată, perfect pentru paste, risotto și preparate gourmet.""}}","690f13c369e3610ea9b1e188","2025-11-08T09:56:19.770000","2025-11-14T08:11:32.872000","690def7378e8f85386a1132e","false"
"Olio EVO al Basilico 100ml","Olio EVO Artigianale al Basilico 100% Italiano. Fresco e aromatico, ideale per insalate, bruschette e piatti mediterranei.","9.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/9af0a12b3_aromatizzatobasilico.jpg","flavored_oils","false","70","{""origin"":""Italia"",""harvest_year"":null,""volume"":""100ml"",""characteristics"":[""Basilico fresco"",""Artigianale"",""Mediterraneo"",""100% Italiano""]}","{""en"":{""name"":""EVO Basil Oil 100ml"",""description"":""Artisan EVO Basil Oil 100% Italian. Fresh and aromatic, ideal for Caprese and Mediterranean dishes.""},""fr"":{""name"":""Huile EVO au Basilic 100ml"",""description"":""Huile EVO artisanale au basilic 100% italienne. Fraîche et aromatique, idéale pour Caprese et plats méditerranéens.""},""es"":{""name"":""Aceite EVO al Albahaca 100ml"",""description"":""Aceite EVO artesanal al albahaca 100% italiano. Fresco y aromático, ideal para Caprese y platos mediterráneos.""},""ro"":{""name"":""Ulei EVO cu Busuioc 100ml"",""description"":""Ulei EVO artizanal cu busuioc 100% italian. Proaspăt și aromat, ideal pentru Caprese și preparate mediteraneene.""}}","690f13c369e3610ea9b1e189","2025-11-08T09:56:19.770000","2025-11-16T17:48:26.039000","690def7378e8f85386a1132e","false"
"Olio EVO al Limone 100ml","Olio EVO Artigianale al Limone 100% Italiano. Fresco e agrumato, perfetto per pesce, insalate e dolci.","12.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/242aff47a_aromatizzato-limone.jpg","flavored_oils","false","65","{""origin"":""Italia"",""harvest_year"":null,""volume"":""100ml"",""characteristics"":[""Limone"",""Agrumato"",""Fresco"",""100% Italiano""]}","{""en"":{""name"":""EVO Lemon Oil 100ml"",""description"":""Artisan EVO Lemon Oil 100% Italian. Fresh citrus notes, perfect for fish and salads.""},""fr"":{""name"":""Huile EVO au Citron 100ml"",""description"":""Huile EVO artisanale au citron 100% italienne. Notes d'agrumes frais, parfaite pour poisson et salades.""},""es"":{""name"":""Aceite EVO al Limón 100ml"",""description"":""Aceite EVO artesanal al limón 100% italiano. Notas cítricas frescas, perfecto para pescado y ensaladas.""},""ro"":{""name"":""Ulei EVO cu Lămâie 100ml"",""description"":""Ulei EVO artizanal cu lămâie 100% italian. Note proaspete de citrice, perfect pentru pește și salate.""}}","690f13c369e3610ea9b1e18a","2025-11-08T09:56:19.770000","2025-11-16T17:49:15.685000","690def7378e8f85386a1132e","false"
"Olio EVO al Rosmarino 100ml","Olio EVO Artigianale al Rosmarino 100% Italiano. Aromatico e intenso, ideale per arrosti, patate e focacce.","9.52","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/02d1cb014_aromatizzato-rosmarino.jpg","flavored_oils","false","75","{""origin"":""Italia"",""harvest_year"":null,""volume"":""100ml"",""characteristics"":[""Rosmarino"",""Aromatico"",""Arrosti"",""100% Italiano""]}","{""en"":{""name"":""EVO Rosemary Oil 100ml"",""description"":""Artisan EVO Rosemary Oil 100% Italian. Herbaceous and fragrant, ideal for meat and roasted vegetables.""},""fr"":{""name"":""Huile EVO au Romarin 100ml"",""description"":""Huile EVO artisanale au romarin 100% italienne. Herbacée et parfumée, idéale pour viandes et légumes rôtis.""},""es"":{""name"":""Aceite EVO al Romero 100ml"",""description"":""Aceite EVO artesanal al romero 100% italiano. Herbáceo y fragante, ideal para carne y verduras asadas.""},""ro"":{""name"":""Ulei EVO cu Rozmarin 100ml"",""description"":""Ulei EVO artizanal cu rozmarin 100% italian. Ierburiu și parfumat, ideal pentru carne și legume la cuptor.""}}","690f13c369e3610ea9b1e18b","2025-11-08T09:56:19.770000","2025-11-14T08:11:37.373000","690def7378e8f85386a1132e","false"
"Olio EVO all'Aglio 100ml","Olio EVO Artigianale all'Aglio 100% Italiano. Sapore intenso, perfetto per bruschette, pasta aglio e olio.","9.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/34308b191_aromatizzato-aglio.jpg","flavored_oils","false","70","{""origin"":""Italia"",""harvest_year"":null,""volume"":""100ml"",""characteristics"":[""Aglio"",""Intenso"",""Bruschette"",""100% Italiano""]}","{""en"":{""name"":""EVO Garlic Oil 100ml"",""description"":""Artisan EVO Garlic Oil 100% Italian. Intense flavor, perfect for bruschetta and garlic pasta.""},""fr"":{""name"":""Huile EVO à l'Ail 100ml"",""description"":""Huile EVO artisanale à l'ail 100% italienne. Saveur intense, parfaite pour bruschetta et pâtes à l'ail.""},""es"":{""name"":""Aceite EVO al Ajo 100ml"",""description"":""Aceite EVO artesanal al ajo 100% italiano. Sabor intenso, perfecto para bruschetta y pasta al ajo.""},""ro"":{""name"":""Ulei EVO cu Usturoi 100ml"",""description"":""Ulei EVO artizanal cu usturoi 100% italian. Gust intens, perfect pentru bruschetta și paste cu usturoi.""}}","690f13c369e3610ea9b1e18c","2025-11-08T09:56:19.770000","2025-11-16T17:49:46.513000","690def7378e8f85386a1132e","false"
"Olio EVO all'Arancia 100ml","Olio EVO Artigianale all'Arancia 100% Italiano. Dolce e agrumato, ideale per insalate, dolci e piatti creativi.","12.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/35a697b50_aromatizzato-arancia.jpg","flavored_oils","false","55","{""origin"":""Italia"",""harvest_year"":null,""volume"":""100ml"",""characteristics"":[""Arancia"",""Dolce"",""Agrumato"",""100% Italiano""]}","{""en"":{""name"":""EVO Orange Oil 100ml"",""description"":""Artisan EVO Orange Oil 100% Italian. Sweet and citrusy, ideal for salads, desserts and creative dishes.""},""fr"":{""name"":""Huile EVO à l'Orange 100ml"",""description"":""Huile EVO artisanale à l'orange 100% italienne. Douce et citronnée, idéale pour salades, desserts et plats créatifs.""},""es"":{""name"":""Aceite EVO a la Naranja 100ml"",""description"":""Aceite EVO artesanal a la naranja 100% italiano. Dulce y cítrico, ideal para ensaladas, postres y platos creativos.""},""ro"":{""name"":""Ulei EVO cu Portocală 100ml"",""description"":""Ulei EVO artizanal cu portocală 100% italian. Dulce și citric, ideal pentru salate, deserturi și preparate creative.""}}","690f13c369e3610ea9b1e18d","2025-11-08T09:56:19.770000","2025-11-16T17:49:30","690def7378e8f85386a1132e","false"
"Cabernet Franc","Vino rosso Cabernet Franc di qualità superiore dalle migliori cantine italiane. Corposo e strutturato, con note di frutti rossi.","23.77","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/94bc01c94_Cabernet-franc.jpg","wines","false","40","{""origin"":""Italia"",""harvest_year"":null,""volume"":null,""characteristics"":[""Vino rosso"",""Qualità superiore"",""Cantina selezionata"",""Corposo""]}","","690f13c369e3610ea9b1e18e","2025-11-08T09:56:19.770000","2025-11-13T15:02:45.787000","690def7378e8f85386a1132e","false"
"Il Bisbetico Domato - Montefalco Sagrantino","Prestigioso Montefalco Sagrantino DOCG, vino rosso corposo e strutturato dalle colline umbre. Invecchiamento in botte, carattere intenso.","149.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/75e7e5cbc_Il-Bisbetico-Domato-Montefalco-sagrantino-DOCG-1742.jpg","wines","false","15","{""origin"":""Montefalco, Umbria"",""harvest_year"":null,""volume"":null,""characteristics"":[""Sagrantino"",""Corposo"",""Prestigioso"",""DOCG""]}","","690f13c369e3610ea9b1e18f","2025-11-08T09:56:19.770000","2025-11-16T17:47:41.509000","690def7378e8f85386a1132e","false"
"Mamma Mia - Vino Passito","Vino passito dolce e aromatico, invecchiato con cura. Perfetto per dessert e formaggi stagionati. Vino da meditazione.","59.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/68a7db8e1_Mamma-mia-passito-1742.jpg","wines","false","30","{""origin"":""Italia"",""harvest_year"":null,""volume"":""500"",""characteristics"":[""Passito"",""Dolce"",""Invecchiato"",""Dessert""]}","","690f13c369e3610ea9b1e190","2025-11-08T09:56:19.770000","2025-11-19T10:18:21.670000","690def7378e8f85386a1132e","false"
"Spumante Brut 1742","Spumante Brut metodo classico. Bollicine fini e persistenti, elegante e raffinato. Perfetto per aperitivi e celebrazioni.","31.97","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/f26e7cb50_spumante-brut-1742.jpg","wines","false","35","{""origin"":""Italia"",""harvest_year"":null,""volume"":null,""characteristics"":[""Spumante"",""Metodo classico"",""Brut"",""Elegante""]}","","690f13c369e3610ea9b1e191","2025-11-08T09:56:19.770000","2025-11-13T15:15:58.822000","690def7378e8f85386a1132e","false"
"Spumante 48 Mesi Brut 1742","Spumante Brut Premium invecchiato 48 mesi. Complessità e finezza straordinarie, bollicine cremose. Per intenditori.","44.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/ba9f73cd5_1742-pass-dosemetodo-classico.png","wines","false","20","{""origin"":""Italia"",""harvest_year"":null,""volume"":null,""characteristics"":[""48 mesi"",""Premium"",""Metodo classico"",""Complessità""]}","{""en"":{""name"":""Sparkling 48 Months Brut 1742"",""description"":""Premium Brut sparkling aged 48 months. Extraordinary complexity and finesse, creamy bubbles. For connoisseurs.""},""fr"":{""name"":""Mousseux 48 Mois Brut 1742"",""description"":""Mousseux Brut premium vieilli 48 mois. Complexité et finesse extraordinaires, bulles crémeuses. Pour connaisseurs.""},""es"":{""name"":""Espumoso 48 Meses Brut 1742"",""description"":""Espumoso Brut premium envejecido 48 meses. Complejidad y finura extraordinarias, burbujas cremosas. Para conocedores.""},""ro"":{""name"":""Spumant 48 Luni Brut 1742"",""description"":""Spumant Brut premium învechit 48 luni. Complexitate și finețe extraordinare, bule cremoase. Pentru cunoscători.""}}","690f13c369e3610ea9b1e192","2025-11-08T09:56:19.770000","2025-11-16T17:41:42.950000","690def7378e8f85386a1132e","false"
"Spumante Rose Brut 1742","Spumante Rosè Brut elegante e fruttato. Note di frutti rossi, perfetto per brunch e aperitivi speciali.","39.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/f26e7cb50_spumante-brut-1742.jpg","wines","false","30","{""origin"":""Italia"",""harvest_year"":null,""volume"":""750ml"",""characteristics"":[""Rosè"",""Fruttato"",""Elegante"",""Brut""]}","{""en"":{""name"":""Sparkling Rosé Brut 1742"",""description"":""Elegant and fruity Rosé Brut sparkling wine. Red fruit notes, perfect for brunch and special aperitifs.""},""fr"":{""name"":""Mousseux Rosé Brut 1742"",""description"":""Vin mousseux Rosé Brut élégant et fruité. Notes de fruits rouges, parfait pour brunch et apéritifs spéciaux.""},""es"":{""name"":""Espumoso Rosado Brut 1742"",""description"":""Vino espumoso Rosado Brut elegante y afrutado. Notas de frutos rojos, perfecto para brunch y aperitivos especiales.""},""ro"":{""name"":""Spumant Roze Brut 1742"",""description"":""Vin spumant Roze Brut elegant și fructat. Note de fructe roșii, perfect pentru brunch și aperitive speciale.""}}","690f13c369e3610ea9b1e193","2025-11-08T09:56:19.770000","2025-11-16T17:50:28.766000","690def7378e8f85386a1132e","false"
"Crema Corpo Biologica","Crema corpo biologica all'olio d'oliva extravergine. Nutre e idrata la pelle in profondità, lasciandola morbida e vellutata.","29.51","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/7e5d2e976_crema-corpo-ronci.jpg","cosmetics","false","45","{""origin"":null,""harvest_year"":null,""volume"":null,""characteristics"":[""Biologica"",""Olio d'oliva"",""Nutriente"",""Idratante""]}","{""en"":{""name"":""Organic Body Cream"",""description"":""Organic body cream with extra virgin olive oil. Deeply nourishes and moisturizes skin, leaving it soft and velvety.""},""fr"":{""name"":""Crème Corps Biologique"",""description"":""Crème corps biologique à l'huile d'olive extra vierge. Nourrit et hydrate la peau en profondeur, la laissant douce et veloutée.""},""es"":{""name"":""Crema Corporal Orgánica"",""description"":""Crema corporal orgánica con aceite de oliva virgen extra. Nutre e hidrata la piel en profundidad, dejándola suave y aterciopelada.""},""ro"":{""name"":""Cremă de Corp Organică"",""description"":""Cremă de corp organică cu ulei de măsline extravirgin. Hrănește și hidratează pielea în profunzime, lăsând-o moale și catifelată.""}}","690f13c369e3610ea9b1e194","2025-11-08T09:56:19.770000","2025-11-14T08:11:30.694000","690def7378e8f85386a1132e","false"
"Crema Viso Notte","Crema viso notte rigenerante all'olio d'oliva. Ripara e rigenera la pelle durante il riposo per un risveglio luminoso.","28.52","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/04c0c6c0e_crema-viso-notte-ronci.jpg","cosmetics","false","40","{""origin"":null,""harvest_year"":null,""volume"":null,""characteristics"":[""Rigenerante"",""Notte"",""Anti-età"",""Naturale""]}","{""en"":{""name"":""Night Face Cream"",""description"":""Regenerating night face cream with olive oil. Repairs and regenerates skin during rest for a luminous awakening.""},""fr"":{""name"":""Crème Visage Nuit"",""description"":""Crème visage nuit régénérante à l'huile d'olive. Répare et régénère la peau pendant le repos pour un réveil lumineux.""},""es"":{""name"":""Crema Facial Noche"",""description"":""Crema facial noche regeneradora con aceite de oliva. Repara y regenera la piel durante el descanso para un despertar luminoso.""},""ro"":{""name"":""Cremă de Față de Noapte"",""description"":""Cremă de față de noapte regenerantă cu ulei de măsline. Repară și regenerează pielea în timpul odihnei pentru o trezire luminoasă.""}}","690f13c369e3610ea9b1e195","2025-11-08T09:56:19.770000","2025-11-14T08:11:28.796000","690def7378e8f85386a1132e","false"
"Latte Detergente Struccante","Latte detergente struccante delicato all'olio extravergine di oliva. Rimuove trucco e impurità rispettando il pH naturale della pelle.","29.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/f26e7cb50_spumante-brut-1742.jpg","cosmetics","false","50","{""origin"":null,""harvest_year"":null,""volume"":null,""characteristics"":[""Delicato"",""Struccante"",""Detergente"",""Naturale""]}","{""en"":{""name"":""Gentle Cleansing Milk"",""description"":""Gentle cleansing makeup remover with olive oil. Deep cleanses while respecting skin's natural pH.""},""fr"":{""name"":""Lait Démaquillant Doux"",""description"":""Lait démaquillant doux à l'huile d'olive. Nettoie en profondeur en respectant le pH naturel de la peau.""},""es"":{""name"":""Leche Limpiadora Suave"",""description"":""Leche limpiadora desmaquillante suave con aceite de oliva. Limpia en profundidad respetando el pH natural de la piel.""},""ro"":{""name"":""Lapte Demachiant Delicat"",""description"":""Lapte demachiant delicat cu ulei de măsline. Curăță în profunzime respectând pH-ul natural al pielii.""}}","690f13c369e3610ea9b1e196","2025-11-08T09:56:19.770000","2025-11-16T17:48:43.488000","690def7378e8f85386a1132e","false"
"Sapone Vegetale Biologico","Sapone vegetale biologico all'olio d'oliva. Deterge delicatamente rispettando la naturale idratazione della pelle.","9.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/06cbf1863_sapone-vegetale-ronci.jpg","cosmetics","false","60","{""origin"":""Italy"",""harvest_year"":null,""volume"":null,""characteristics"":[""Biologico"",""Vegetale"",""Delicato"",""Olio d'oliva""]}","{""en"":{""name"":""Organic Vegetable Soap"",""description"":""Organic vegetable soap with olive oil. Gently cleanses while respecting natural skin moisture.""},""fr"":{""name"":""Savon Végétal Biologique"",""description"":""Savon végétal biologique à l'huile d'olive. Nettoie délicatement en respectant l'hydratation naturelle de la peau.""},""es"":{""name"":""Jabón Vegetal Orgánico"",""description"":""Jabón vegetal orgánico con aceite de oliva. Limpia suavemente respetando la hidratación natural de la piel.""},""ro"":{""name"":""Săpun Vegetal Organic"",""description"":""Săpun vegetal organic cu ulei de măsline. Curăță delicat respectând hidratarea naturală a pielea.""}}","690f13c369e3610ea9b1e197","2025-11-08T09:56:19.770000","2025-11-16T17:47:23.821000","690def7378e8f85386a1132e","false"
"Scrub Viso all'Olio Extravergine","Scrub viso esfoliante all'olio extravergine di oliva. Elimina le cellule morte e illumina la pelle naturalmente.","28.69","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/544f2e974_scrub-viso-all-olio-di-oliva-evo.jpg","cosmetics","false","45","{""origin"":null,""harvest_year"":null,""volume"":null,""characteristics"":[""Esfoliante"",""Illuminante"",""Naturale"",""Olio EVO""]}","{""en"":{""name"":""Face Scrub with Extra Virgin Oil"",""description"":""Exfoliating face scrub with extra virgin olive oil. Removes dead cells and naturally illuminates skin.""},""fr"":{""name"":""Gommage Visage à l'Huile Extra Vierge"",""description"":""Gommage visage exfoliant à l'huile d'olive extra vierge. Élimine les cellules mortes et illumine naturellement la peau.""},""es"":{""name"":""Exfoliante Facial con Aceite Virgen Extra"",""description"":""Exfoliante facial con aceite de oliva virgen extra. Elimina células muertas e ilumina naturalmente la piel.""},""ro"":{""name"":""Scrub Facial cu Ulei Extravirgin"",""description"":""Scrub facial exfoliant cu ulei de măsline extravirgin. Elimină celulele moarte și luminează natural pielea.""}}","690f13c369e3610ea9b1e198","2025-11-08T09:56:19.770000","2025-11-14T08:11:26.871000","690def7378e8f85386a1132e","false"
"Olio per Massaggi all'Olio Extravergine","Olio per massaggi rilassanti all'olio extravergine di oliva. Nutre la pelle e favorisce il benessere muscolare.","34.43","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/7fd40245c_olio-per-massaggi-all-olio-evo.jpg","cosmetics","false","35","{""origin"":null,""harvest_year"":null,""volume"":null,""characteristics"":[""Rilassante"",""Massaggi"",""Naturale"",""Benessere""]}","{""en"":{""name"":""Massage Oil with Extra Virgin Olive Oil"",""description"":""Relaxing massage oil with extra virgin olive oil. Nourishes skin and promotes muscle wellness.""},""fr"":{""name"":""Huile de Massage à l'Huile Extra Vierge"",""description"":""Huile de massage relaxante à l'huile d'olive extra vierge. Nourrit la peau et favorise le bien-être musculaire.""},""es"":{""name"":""Aceite de Masaje con Aceite Virgen Extra"",""description"":""Aceite de masaje relajante con aceite de oliva virgen extra. Nutre la piel y favorece el bienestar muscular.""},""ro"":{""name"":""Ulei de Masaj cu Ulei Extravirgin"",""description"":""Ulei de masaj relaxant cu ulei de măsline extravirgin. Hrănește pielea și favorizează bunăstarea musculară.""}}","690f13c369e3610ea9b1e199","2025-11-08T09:56:19.770000","2025-11-14T08:11:25.205000","690def7378e8f85386a1132e","false"
"Gift Box Extravergine & Aromatizzati","Elegante confezione regalo con selezione di 3 oli extravergini e aromatizzati. Perfetta per regali aziendali o occasioni speciali.","49.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/7eee3bf27_Gift-Box-Extravergine-Aromatizzati.jpg","gift_boxes","false","25","{""origin"":null,""harvest_year"":null,""volume"":null,""characteristics"":[""Confezione elegante"",""Selezione premium"",""Idea regalo"",""Made in Italy""]}","{""en"":{""name"":""Premium Italian Gift Box"",""description"":""Elegant gift box with selection of premium Italian oils. Perfect for corporate gifts or special occasions.""},""fr"":{""name"":""Coffret Cadeau Italien Premium"",""description"":""Coffret cadeau élégant avec sélection d'huiles italiennes premium. Parfait pour cadeaux d'entreprise ou occasions spéciales.""},""es"":{""name"":""Caja Regalo Italiana Premium"",""description"":""Caja regalo elegante con selección de aceites italianos premium. Perfecta para regalos corporativos u ocasiones especiales.""},""ro"":{""name"":""Cutie Cadou Italiană Premium"",""description"":""Cutie cadou elegantă cu selecție de uleiuri italiene premium. Perfectă pentru cadouri corporative sau ocazii speciale.""}}","690f13c369e3610ea9b1e19a","2025-11-08T09:56:19.770000","2025-11-16T17:43:25.914000","690def7378e8f85386a1132e","false"
"Gift Box Olio Extravergine Italiano","Set regalo premium con i migliori 3 oli extravergini italiani in elegante confezione. Il regalo perfetto per gli amanti del buon olio.","59.95","https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/690def7378e8f85386a1132d/c76fce295_Gift-Box-Olio-Extravergine-Italiano.JPG","gift_boxes","false","20","{""origin"":null,""harvest_year"":null,""volume"":null,""characteristics"":[""Premium"",""Elegante"",""Eccellenza italiana"",""Gift box""]}","{""en"":{""name"":""Premium Italian Gift Box"",""description"":""Elegant gift box with selection of premium Italian oils. Perfect for corporate gifts or special occasions.""},""fr"":{""name"":""Coffret Cadeau Italien Premium"",""description"":""Coffret cadeau élégant avec sélection d'huiles italiennes premium. Parfait pour cadeaux d'entreprise ou occasions spéciales.""},""es"":{""name"":""Caja Regalo Italiana Premium"",""description"":""Caja regalo elegante con selección de aceites italianos premium. Perfecta para regalos corporativos u ocasiones especiales.""},""ro"":{""name"":""Cutie Cadou Italiană Premium"",""description"":""Cutie cadou elegantă cu selecție de uleiuri italiene premium. Perfectă pentru cadouri corporative sau ocazii speciale.""}}","690f13c369e3610ea9b1e19b","2025-11-08T09:56:19.770000","2025-11-16T17:45:02.374000","690def7378e8f85386a1132e","false"
